countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
009,00000,BACA COUNTY,2019,0,0,3565,3523,2.17,1969,1621,348
009,11645,Campo,2019,0,0,108,108,2.29,65,47,18
009,61315,Pritchett,2019,0,0,117,117,2.34,65,50,15
009,73330,Springfield,2019,0,0,1327,1296,2.05,735,634,101
009,79270,Two Buttes,2019,0,0,36,36,1.61,30,22,8
009,81030,Vilas,2019,0,0,94,94,2.59,37,36,1
009,82460,Walsh,2019,0,0,560,549,2.03,329,270,59
009,99990,Unincorp. Area,2019,0,0,1323,1323,2.36,708,561,147
011,00000,BENT COUNTY,2019,3,0,5980,4046,2.28,2135,1772,363
011,43660,Las Animas,2019,0,0,2280,2202,2.23,1177,989,188
011,99990,Unincorp. Area,2019,3,0,3700,1844,2.36,958,783,175
013,00000,BOULDER COUNTY,2019,3240,0,328827,314030,2.38,139591,131875,7716
013,07850,Boulder,2019,747,1018,108497,94919,2.17,46169,43664,2505
013,24950,Erie (Part),2019,286,214,12081,12081,3.03,4087,3993,94
013,39195,Jamestown,2019,0,0,263,263,2.24,132,117,15
013,41835,Lafayette,2019,969,703,30060,29938,2.5,12335,11957,378
013,45970,Longmont (Part),2019,1067,1040,96389,95548,2.49,40233,38413,1820
013,46355,Louisville,2019,29,18,21022,20842,2.42,8912,8612,300
013,47070,Lyons,2019,10,10,2197,2197,2.51,909,875,34
013,53175,Nederland,2019,10,0,1496,1489,2.18,768,684,84
013,75640,Superior (Part),2019,66,66,13006,13006,2.73,4968,4762,206
013,82735,Ward,2019,0,0,134,134,1.79,99,75,24
013,99990,Unincorp. Area,2019,56,57,43684,43613,2.33,20979,18723,2256
014,00000,BROOMFIELD COUNTY,2019,785,0,72669,72439,2.49,30982,29071,1911
014,09280,Broomfield,2019,785,1073,72669,72439,2.49,30982,29071,1911
015,00000,CHAFFEE COUNTY,2019,162,0,19391,17990,2.16,10806,8332,2474
015,10105,Buena Vista,2019,22,0,2824,2824,2.22,1552,1270,282
015,60600,Poncha Springs,2019,6,28,861,861,2.16,457,400,57
015,67280,Salida,2019,47,95,5719,5554,2.03,3262,2739,523
015,99990,Unincorp. Area,2019,87,127,9986,8750,2.23,5535,3923,1612
017,00000,CHEYENNE COUNTY,2019,6,0,1777,1735,2.31,905,751,154
017,14175,Cheyenne Wells,2019,1,0,768,741,2.11,411,352,59
017,41010,Kit Carson,2019,0,0,272,257,2.27,136,114,22
017,99990,Unincorp. Area,2019,5,3,737,737,2.58,358,286,72
019,00000,CLEAR CREEK COUNTY,2019,34,0,9414,9299,2.13,5634,4374,1260
019,12910,Central City (Part),2019,0,0,0,0,0,0,0,0
019,24620,Empire,2019,1,3,340,340,1.9,207,179,28
019,29735,Georgetown,2019,16,0,1147,1086,2.02,756,538,218
019,38370,Idaho Sprgs,2019,0,73,1749,1705,2.04,912,838,74
019,70360,Silver Plume,2019,0,0,201,201,1.9,147,106,41
019,99990,Unincorp. Area,2019,17,0,5978,5968,2.2,3612,2714,898
021,00000,CONEJOS COUNTY,2019,22,0,7551,7490,2.56,3978,2922,1056
021,02355,Antonito,2019,0,0,658,656,2.17,377,303,74
021,42055,La Jara,2019,1,1,743,735,2.61,334,282,52
021,48060,Manassa,2019,3,0,944,944,2.62,405,360,45
021,65740,Romeo,2019,1,0,303,303,2.74,126,111,15
021,67830,Sanford,2019,2,0,874,874,2.82,342,310,32
021,99990,Unincorp. Area,2019,15,21,4029,3978,2.55,2394,1558,836
023,00000,COSTILLA COUNTY,2019,0,0,3501,3501,2.2,2374,1591,783
023,07190,Blanca,2019,0,0,328,328,2.73,150,120,30
023,68105,San Luis,2019,0,0,595,595,2.15,344,276,68
023,99990,Unincorp. Area,2019,0,59,2577,2577,2.16,1880,1194,686
025,00000,CROWLEY COUNTY,2019,1,0,5840,3013,2.32,1508,1297,211
025,18750,Crowley,2019,0,0,164,164,2.22,81,74,7
025,55705,Olney Springs,2019,0,0,317,317,2.46,156,129,27
025,56145,Ordway,2019,0,0,1047,1012,2.25,518,449,69
025,74815,Sugar City,2019,0,0,256,256,2.24,148,114,34
025,99990,Unincorp. Area,2019,1,0,4057,1265,2.38,605,531,74
027,00000,CUSTER COUNTY,2019,77,0,4646,4634,2.12,4110,2189,1921
027,70250,Silver Cliff,2019,3,0,602,602,2.01,399,300,99
027,83450,Westcliffe,2019,2,0,436,424,1.9,313,223,90
027,99990,Unincorp. Area,2019,72,74,3608,3608,2.17,3398,1666,1732
029,00000,DELTA COUNTY,2019,48,0,31237,30360,2.33,14728,13018,1710
029,12635,Cedaredge,2019,12,0,2263,2263,2.06,1191,1098,93
029,17925,Crawford,2019,0,0,405,405,2.2,213,184,29
029,19850,Delta,2019,21,0,8980,8817,2.42,3902,3639,263
029,37545,Hotchkiss,2019,3,0,874,874,2.21,432,396,36
029,55980,Orchard City,2019,9,6,3142,3076,2.31,1455,1334,121
029,57300,Paonia,2019,3,0,1431,1387,2.12,748,655,93
029,99990,Unincorp. Area,2019,0,0,14142,13538,2.37,6787,5713,1074
031,00000,DENVER COUNTY,2019,7878,0,710143,693851,2.21,338605,314493,24112
031,20000,Denver,2019,7878,8049,710143,693851,2.21,338605,314493,24112
033,00000,DOLORES COUNTY,2019,1,0,2085,2085,2.23,1318,934,384
033,21265,Dove Creek,2019,0,0,644,644,2.29,331,281,50
033,64090,Rico,2019,1,2,291,291,2.02,222,144,78
033,99990,Unincorp. Area,2019,0,24,1150,1150,2.26,765,509,256
035,00000,DOUGLAS COUNTY,2019,4066,0,351212,349635,2.76,132630,126845,5785
035,04000,Aurora (Part),2019,1,214,2106,2106,2.72,909,776,133
035,12387,City of Castle Pines,2019,106,96,10562,10547,2.88,3818,3663,155
035,12415,Castle Rock,2019,1499,1235,71369,70393,2.86,25791,24572,1219
035,43550,Larkspur,2019,2,0,203,203,2.16,102,94,8
035,45255,Littleton (Part),2019,0,0,626,626,1.86,403,337,66
035,45955,Lone Tree,2019,79,23,13253,13253,2.33,6108,5683,425
035,57630,Parker,2019,863,876,57503,57435,2.81,21106,20414,692
035,99990,Unincorp. Area,2019,1516,1516,195590,195072,2.74,74393,71306,3087
037,00000,EAGLE COUNTY,2019,375,0,54819,54717,2.68,32626,20395,12231
037,04110,Avon,2019,47,25,5758,5758,2.58,3590,2234,1356
037,04935,Basalt (Part),2019,18,60,2889,2889,2.29,1470,1263,207
037,22200,Eagle,2019,52,45,7371,7271,2.9,2668,2505,163
037,33695,Gypsum,2019,37,111,7987,7987,3.18,2625,2512,113
037,50920,Minturn,2019,9,0,1028,1028,2.31,559,445,114
037,63265,Red Cliff,2019,1,0,242,242,2.25,130,108,22
037,80040,Vail,2019,47,0,4835,4834,2.02,7267,2391,4876
037,99990,Unincorp. Area,2019,164,107,24708,24708,2.76,14317,8937,5380
039,00000,ELBERT COUNTY,2019,217,0,25667,25597,2.77,9673,9242,431
039,23740,Elizabeth,2019,58,58,1522,1522,2.77,571,549,22
039,40790,Kiowa,2019,2,2,728,695,2.39,309,290,19
039,70635,Simla,2019,0,0,614,585,2.76,256,212,44
039,99990,Unincorp. Area,2019,157,136,22803,22795,2.78,8537,8190,347
041,00000,EL PASO COUNTY,2019,5586,0,725497,704321,2.6,284340,271000,13340
041,11260,Calhan,2019,0,0,772,772,2.54,332,304,28
041,16000,Colorado Springs,2019,3974,2139,478506,468026,2.47,198921,189357,9564
041,27865,Fountain,2019,208,159,29667,29667,3,10278,9901,377
041,32650,Green Mtn. Falls (Part),2019,12,0,708,684,2.01,524,339,185
041,48445,Manitou Springs,2019,62,3,4884,4850,1.99,2647,2436,211
041,51800,Monument,2019,46,181,10142,10142,2.92,3614,3472,142
041,57025,Palmer Lake,2019,25,16,2632,2628,2.47,1144,1065,79
041,62660,Ramah,2019,1,0,117,117,2.18,64,53,11
041,99990,Unincorp. Area,2019,1258,1531,198070,187435,2.93,66816,64072,2744
043,00000,FREMONT COUNTY,2019,137,0,48379,40453,2.29,20112,17655,2457
043,09115,Brookside,2019,2,2,211,211,2.48,92,85,7
043,11810,Canon City,2019,33,33,17205,15728,2.23,7597,7049,548
043,15330,Coal Creek,2019,1,1,357,357,2.37,157,151,6
043,27040,Florence,2019,7,0,3758,3673,2.32,1733,1583,150
043,64970,Rockvale,2019,0,1,506,506,2.33,248,217,31
043,85155,Williamsburg,2019,8,8,728,716,2.55,299,281,18
043,99990,Unincorp. Area,2019,86,76,25614,19263,2.32,9986,8289,1697
045,00000,GARFIELD COUNTY,2019,189,0,60558,59448,2.71,23891,21931,1960
045,12030,Carbonate,2019,0,0,0,0,0,0,0,0
045,12045,Carbondale,2019,22,30,6402,6269,2.64,2557,2374,183
045,30780,Glenwood Springs,2019,0,22,9735,9511,2.5,4185,3812,373
045,53395,New Castle,2019,75,14,4896,4896,2.73,1889,1796,93
045,57400,Parachute,2019,2,2,1350,1350,2.77,541,487,54
045,64255,Rifle,2019,4,4,10266,10096,2.85,3744,3537,207
045,70195,Silt,2019,12,16,3478,3478,3,1210,1158,52
045,99990,Unincorp. Area,2019,74,73,24431,23847,2.72,9765,8767,998
047,00000,GILPIN COUNTY,2019,41,0,5751,5710,2.21,3491,2589,902
047,07025,Black Hawk,2019,0,0,126,126,2.05,67,62,5
047,12910,Central City (Part),2019,0,0,777,777,1.94,530,400,130
047,99990,Unincorp. Area,2019,41,33,4848,4807,2.26,2894,2127,767
049,00000,GRAND COUNTY,2019,213,0,15408,15207,2.22,16409,6850,9559
049,28305,Fraser,2019,21,0,1431,1427,2.21,1439,644,795
049,31605,Granby,2019,30,0,1983,1983,2.41,1679,824,855
049,31715,Grand Lake,2019,10,6,412,410,1.84,794,222,572
049,37600,Hot Sulphur Springs,2019,3,3,693,663,2.36,308,281,27
049,41560,Kremmling,2019,7,4,1350,1346,2.42,617,557,60
049,85705,Winter Park,2019,50,0,1028,1016,1.96,2726,519,2207
049,99990,Unincorp. Area,2019,93,96,8511,8363,2.2,8846,3802,5044
051,00000,GUNNISON COUNTY,2019,169,0,16941,15882,2.23,11882,7136,4746
051,18310,Crested Butte,2019,17,7,1628,1628,2.12,1160,768,392
051,33640,Gunnison,2019,40,36,6453,5486,2.17,2802,2530,272
051,48555,Marble,2019,2,0,134,134,2.02,102,66,36
051,52570,Mount Crested Butte/G,2019,7,0,996,996,2.04,1402,488,914
051,59830,Pitkin,2019,0,0,85,85,2.35,175,36,139
051,99990,Unincorp. Area,2019,103,58,7645,7553,2.33,6241,3246,2995
053,00000,HINSDALE COUNTY,2019,9,0,798,792,2.11,1321,375,946
053,42330,Lake City,2019,3,1,431,431,2.05,441,210,231
053,99990,Unincorp. Area,2019,6,1,366,361,2.18,880,165,715
055,00000,HUERFANO COUNTY,2019,38,0,6778,6669,2.1,4674,3176,1498
055,44100,La Veta,2019,0,136,899,899,1.94,575,464,111
055,82350,Walsenburg,2019,0,0,3016,2979,2.18,1618,1369,249
055,99990,Unincorp. Area,2019,38,0,2863,2791,2.08,2481,1343,1138
057,00000,JACKSON COUNTY,2019,5,0,1379,1377,2.1,1186,655,531
057,82130,Walden,2019,1,38,601,599,2.1,351,285,66
057,99990,Unincorp. Area,2019,4,5,778,778,2.1,835,370,465
059,00000,JEFFERSON COUNTY,2019,2202,0,582568,573332,2.42,246873,237345,9528
059,03455,Arvada (Part),2019,494,444,120949,120180,2.49,49699,48202,1497
059,08070,Bow Mar (Part),2019,0,0,267,267,3.02,92,88,4
059,23135,Edgewater,2019,6,0,5065,5065,2.18,2448,2327,121
059,30835,Golden,2019,17,30,21166,17863,2.24,8481,7959,522
059,42495,Lakeside,2019,0,0,15,15,1.41,11,11,0
059,43000,Lakewood,2019,792,1251,155358,153046,2.28,70093,67163,2930
059,45255,Littleton (Part),2019,6,28,2324,2324,2.95,801,787,14
059,52075,Morrison,2019,0,0,426,270,2.14,131,126,5
059,52350,Mountain View,2019,1,0,540,540,2.04,274,264,10
059,75640,Superior (Part),2019,0,0,0,0,0,0,0,0
059,83835,Westminster (Part),2019,71,54,45065,44899,2.46,18895,18286,609
059,84440,Wheat Ridge,2019,20,21,32303,31713,2.16,15401,14690,711
059,99990,Unincorp. Area,2019,795,796,199091,197151,2.55,80547,77441,3106
061,00000,KIOWA COUNTY,2019,0,0,1455,1424,2.41,735,592,143
061,22145,Eads,2019,0,0,694,663,2.26,355,293,62
061,34740,Haswell,2019,0,0,71,71,2.11,37,34,3
061,69700,Sheridan Lake,2019,0,0,60,60,3.05,38,20,18
061,99990,Unincorp. Area,2019,0,0,629,629,2.56,305,245,60
063,00000,KIT CARSON COUNTY,2019,3,0,7182,6990,2.42,3409,2886,523
063,06530,Bethune,2019,0,0,188,188,3.05,80,62,18
063,10600,Burlington,2019,0,0,3285,3110,2.46,1470,1265,205
063,26765,Flagler,2019,3,0,551,551,2.06,313,268,45
063,69040,Seibert,2019,0,0,172,172,2.15,100,80,20
063,74485,Stratton,2019,0,0,654,638,2.43,315,262,53
063,81690,Vona,2019,0,0,96,96,2.16,61,45,16
063,99990,Unincorp. Area,2019,0,0,2236,2236,2.47,1070,904,166
065,00000,LAKE COUNTY,2019,51,0,7555,7459,2.39,4302,3124,1178
065,44320,Leadville,2019,20,0,2748,2658,2.1,1691,1266,425
065,99990,Unincorp. Area,2019,31,0,4807,4801,2.58,2611,1858,753
067,00000,LA PLATA COUNTY,2019,282,0,55509,53666,2.3,27983,23346,4637
067,05265,Bayfield,2019,11,11,2782,2782,2.68,1102,1039,63
067,22035,Durango,2019,106,131,18934,17181,2.13,9034,8066,968
067,38535,Ignacio,2019,3,0,835,835,2.57,368,325,43
067,99990,Unincorp. Area,2019,162,163,32959,32868,2.36,17479,13916,3563
069,00000,LARIMER COUNTY,2019,3101,0,356800,345762,2.41,156745,143552,13193
069,06255,Berthoud (Part),2019,511,521,9409,9328,2.62,3819,3566,253
069,25115,Estes Park,2019,45,40,6208,6164,2.09,4362,2949,1413
069,27425,Fort Collins,2019,1071,1366,168275,158952,2.36,70975,67390,3585
069,39855,Johnstown (Part),2019,29,83,4426,4426,2.41,1989,1836,153
069,46465,Loveland,2019,592,583,76054,75441,2.35,33566,32061,1505
069,77510,Timnath (Part),2019,410,0,5637,5637,3.21,1930,1757,173
069,83230,Wellington,2019,154,156,10639,10639,2.91,3788,3659,129
069,85485,Windsor (Part),2019,137,556,7488,7488,2.78,2932,2690,242
069,99990,Unincorp. Area,2019,151,165,68663,67687,2.45,33384,27644,5740
071,00000,LAS ANIMAS COUNTY,2019,40,0,14643,13929,2.19,8027,6363,1664
071,00760,Aguilar,2019,0,0,465,465,2.15,269,216,53
071,08345,Branson,2019,0,0,60,60,2.27,46,27,19
071,15550,Cokedale,2019,1,0,128,128,2.44,90,53,37
071,40570,Kim,2019,0,0,66,66,1.91,55,35,20
071,73715,Starkville,2019,0,0,64,64,2.29,41,28,13
071,78610,Trinidad,2019,4,0,8442,8135,2.18,4270,3725,545
071,99990,Unincorp. Area,2019,34,32,5418,5011,2.2,3256,2280,976
073,00000,LINCOLN COUNTY,2019,18,0,5642,4648,2.36,2348,1968,380
073,03235,Arriba,2019,0,0,201,201,2.15,121,94,27
073,29680,Genoa,2019,0,0,153,153,2.27,85,67,18
073,37875,Hugo,2019,12,3,807,721,2.31,377,313,64
073,44980,Limon,2019,2,1,2007,1984,2.37,939,839,100
073,99990,Unincorp. Area,2019,3,0,2474,1588,2.42,826,656,170
075,00000,LOGAN COUNTY,2019,20,0,21505,18397,2.32,8650,7937,713
075,18640,Crook,2019,1,0,132,132,1.93,76,68,8
075,26875,Fleming,2019,0,0,429,429,2.37,204,181,23
075,38590,Iliff,2019,0,0,247,247,2.37,117,104,13
075,50040,Merino,2019,0,0,283,283,2.45,125,115,10
075,58235,Peetz,2019,0,0,218,218,2.33,106,93,13
075,73935,Sterling,2019,2,6,13734,10714,2.23,5238,4797,441
075,99990,Unincorp. Area,2019,17,17,6461,6372,2.47,2784,2577,207
077,00000,MESA COUNTY,2019,830,0,155109,150803,2.41,66587,62582,4005
077,15605,Collbran,2019,3,0,577,382,2.04,208,187,21
077,19355,De Beque,2019,3,0,497,495,2.69,213,184,29
077,28745,Fruita,2019,67,84,13654,13481,2.55,5532,5282,250
077,31660,Grand Junction,2019,349,512,64641,61017,2.25,28835,27119,1716
077,56970,Palisade,2019,17,4,2626,2516,2.11,1259,1192,67
077,99990,Unincorp. Area,2019,391,240,73114,72911,2.55,30540,28617,1923
079,00000,MINERAL COUNTY,2019,19,0,834,834,2.04,1200,409,791
079,14765,City of Creede,2019,4,0,254,254,1.78,249,142,107
079,99990,Unincorp. Area,2019,15,0,580,580,2.17,951,267,684
081,00000,MOFFAT COUNTY,2019,7,0,13364,13247,2.47,6072,5373,699
081,17760,Craig,2019,5,7,9105,8991,2.42,4031,3714,317
081,20495,Dinosaur,2019,0,0,253,253,2.42,148,105,43
081,99990,Unincorp. Area,2019,2,9,4006,4003,2.58,1893,1554,339
083,00000,MONTEZUMA COUNTY,2019,19,0,25731,25447,2.37,12224,10742,1482
083,17375,Cortez,2019,12,13,8652,8501,2.29,3997,3709,288
083,20770,Dolores,2019,3,1,893,883,2.03,504,434,70
083,48115,Mancos,2019,4,5,1282,1195,2.27,586,525,61
083,99990,Unincorp. Area,2019,0,65,14904,14869,2.45,7137,6074,1063
085,00000,MONTROSE COUNTY,2019,386,0,42501,41852,2.41,18735,17365,1370
085,51745,Montrose,2019,218,221,20449,19914,2.27,9347,8758,589
085,53120,Naturita,2019,1,1,488,488,2.13,260,229,31
085,54935,Nucla,2019,0,1,592,592,2.1,308,282,26
085,55540,Olathe,2019,0,0,1779,1697,3.01,617,564,53
085,99990,Unincorp. Area,2019,167,100,19193,19161,2.54,8203,7532,671
087,00000,MORGAN COUNTY,2019,146,0,29130,28656,2.74,11393,10466,927
087,09555,Brush,2019,6,0,5347,5034,2.56,2134,1963,171
087,27810,Fort Morgan,2019,13,12,11705,11544,2.84,4291,4060,231
087,36610,Hillrose,2019,0,0,312,312,2.62,128,119,9
087,45695,Log Lane Village,2019,0,0,919,919,3.06,332,300,32
087,84770,Wiggins,2019,69,0,1304,1304,2.8,513,465,48
087,99990,Unincorp. Area,2019,58,0,9544,9544,2.68,3995,3558,437
089,00000,OTERO COUNTY,2019,6,0,18736,18316,2.38,8707,7697,1010
089,13460,Cheraw,2019,0,0,236,236,2.52,100,94,6
089,27975,Fowler,2019,0,0,1236,1206,2.18,614,552,62
089,42110,La Junta,2019,2,2,7349,7050,2.37,3329,2974,355
089,48500,Manzanola,2019,0,0,348,348,2.3,176,152,24
089,65190,Rocky Ford,2019,0,0,3864,3807,2.37,1854,1607,247
089,75970,Swink,2019,0,0,607,607,2.44,284,249,35
089,99990,Unincorp. Area,2019,4,3,5095,5061,2.45,2350,2069,281
091,00000,OURAY COUNTY,2019,61,45,4887,4887,2.13,3289,2295,994
091,56420,Ouray,2019,12,0,923,923,2.12,752,435,317
091,64200,Ridgway,2019,14,20,1170,1170,2.2,623,532,91
091,99990,Unincorp. Area,2019,35,0,2793,2793,2.1,1914,1328,586
093,00000,PARK COUNTY,2019,182,0,17511,17476,2.23,13992,7853,6139
093,01530,Alma,2019,0,0,293,293,2.09,179,140,39
093,25610,Fairplay,2019,0,13,728,728,2.14,410,340,70
093,99990,Unincorp. Area,2019,182,182,16491,16456,2.23,13403,7373,6030
095,00000,PHILLIPS COUNTY,2019,11,0,4521,4451,2.45,2021,1818,203
095,34960,Haxtun,2019,2,0,985,962,2.24,492,429,63
095,37270,Holyoke,2019,4,4,2337,2290,2.49,1003,920,83
095,57245,Paoli,2019,0,0,49,49,2.21,23,22,1
095,99990,Unincorp. Area,2019,5,0,1149,1149,2.57,503,446,57
097,00000,PITKIN COUNTY,2019,90,0,17413,17341,2.15,13183,8073,5110
097,03620,Aspen,2019,55,0,7040,6998,1.96,6175,3571,2604
097,04935,Basalt (Part),2019,7,51,1045,1045,2.26,565,462,103
097,71755,Snowmass Village,2019,8,11,3102,3092,2.21,2576,1396,1180
097,99990,Unincorp. Area,2019,20,89,6226,6206,2.35,3867,2644,1223
099,00000,PROWERS COUNTY,2019,1,0,12011,11648,2.43,5433,4794,639
099,31550,Granada,2019,0,0,450,450,2.67,203,169,34
099,34520,Hartman,2019,0,0,57,57,2.3,32,25,7
099,37215,Holly,2019,0,0,848,798,2.5,358,319,39
099,43110,Lamar,2019,1,0,7670,7364,2.41,3443,3054,389
099,85045,Wiley,2019,0,0,434,434,2.44,195,178,17
099,99990,Unincorp. Area,2019,0,0,2552,2545,2.42,1202,1050,152
101,00000,PUEBLO COUNTY,2019,479,0,167485,163539,2.45,71576,66652,4924
101,07795,Boone,2019,1,0,314,307,2.57,148,119,29
101,62000,Pueblo,2019,328,113,111508,107826,2.38,48543,45359,3184
101,66895,Rye,2019,1,0,200,200,2.4,115,84,31
101,99990,Unincorp. Area,2019,149,319,55462,55206,2.62,22770,21091,1679
103,00000,RIO BLANCO COUNTY,2019,19,0,6528,6328,2.43,3269,2602,667
103,49875,Meeker,2019,1,4,2374,2339,2.37,1140,987,153
103,62880,Rangely,2019,1,0,2313,2153,2.48,1118,870,248
103,99990,Unincorp. Area,2019,17,8,1840,1836,2.46,1011,746,265
105,00000,RIO GRANDE COUNTY,2019,20,0,11600,11459,2.39,6506,4791,1715
105,12855,Center (Part),2019,0,0,53,53,2.45,53,22,31
105,19795,Del Norte,2019,3,0,1458,1429,2.25,809,635,174
105,51635,Monte Vista,2019,6,0,4259,4221,2.39,1946,1767,179
105,72395,South Fork,2019,2,0,507,503,2.07,549,243,306
105,99990,Unincorp. Area,2019,10,15,5323,5254,2.47,3149,2123,1026
107,00000,ROUTT COUNTY,2019,170,0,24521,24171,2.35,16369,10268,6101
107,35070,Hayden,2019,8,0,1882,1882,2.42,838,776,62
107,55155,Oak Creek,2019,5,0,873,873,2.11,489,413,76
107,73825,Steamboat Springs,2019,104,0,12975,12687,2.32,9944,5473,4471
107,86475,Yampa,2019,2,0,395,395,2.41,202,164,38
107,99990,Unincorp. Area,2019,50,170,8396,8334,2.42,4896,3442,1454
109,00000,SAGUACHE COUNTY,2019,106,0,6359,6327,2.24,3679,2824,855
109,07571,Bonanza City,2019,2,0,18,18,1.06,27,17,10
109,12855,Center (Part),2019,0,0,1909,1909,2.66,807,719,88
109,18420,Crestone,2019,0,5,140,140,1.94,103,72,31
109,51250,Moffat,2019,0,0,110,110,2.29,64,48,16
109,67005,Saguache,2019,0,0,555,522,2.03,327,257,70
109,99990,Unincorp. Area,2019,104,86,3628,3628,2.12,2351,1711,640
111,00000,SAN JUAN COUNTY,2019,7,0,705,705,1.92,775,367,408
111,70580,Silverton,2019,5,20,623,623,1.95,521,320,201
111,99990,Unincorp. Area,2019,2,2,82,82,1.74,254,47,207
113,00000,SAN MIGUEL COUNTY,2019,53,0,8123,7977,2.23,6512,3575,2937
113,52550,Mountain Village,2019,9,10,1249,1249,1.92,1695,651,1044
113,54880,Norwood,2019,3,0,529,529,2.39,250,221,29
113,55870,Ophir,2019,2,0,195,195,2.7,80,72,8
113,68655,Sawpit,2019,0,0,37,37,2.23,18,17,1
113,76795,Telluride,2019,16,14,2600,2600,2.16,2256,1205,1051
113,99990,Unincorp. Area,2019,23,30,3512,3367,2.39,2213,1409,804
115,00000,SEDGWICK COUNTY,2019,2,0,2405,2363,2.17,1341,1087,254
115,39965,Julesburg,2019,2,2,1303,1261,2.14,702,590,112
115,56475,Ovid,2019,0,0,276,276,2.11,164,131,33
115,68930,Sedgwick,2019,0,0,172,172,2.26,112,76,36
115,99990,Unincorp. Area,2019,0,3,654,654,2.26,363,289,74
117,00000,SUMMIT COUNTY,2019,643,0,31190,30660,2.36,31123,13000,18123
117,07410,Blue River,2019,12,0,887,887,2.51,757,353,404
117,08400,Breckenridge,2019,84,0,5373,5173,2.23,7344,2319,5025
117,20440,Dillon,2019,28,0,1058,1058,2.05,1344,517,827
117,28690,Frisco,2019,89,33,2912,2912,2.1,3297,1385,1912
117,51690,Montezuma,2019,1,0,75,75,2.64,57,28,29
117,70525,Silverthorne,2019,94,83,4215,4211,2.61,2418,1613,805
117,99990,Unincorp. Area,2019,335,371,16670,16344,2.41,15906,6784,9122
119,00000,TELLER COUNTY,2019,148,0,24679,24503,2.32,13254,10579,2675
119,18530,Cripple Creek,2019,1,0,1111,1111,2.08,702,535,167
119,32650,Green Mtn. Falls (Part),2019,0,0,24,24,1.85,30,13,17
119,80865,Victor,2019,0,0,385,385,1.98,282,194,88
119,86090,Woodland Park,2019,54,54,7867,7867,2.38,3603,3311,292
119,99990,Unincorp. Area,2019,93,87,15291,15115,2.32,8637,6526,2111
121,00000,WASHINGTON COUNTY,2019,9,0,4826,4635,2.4,2268,1933,335
121,00925,Akron,2019,2,0,1776,1584,2.25,825,703,122
121,56365,Otis,2019,1,0,506,506,2.57,233,197,36
121,99990,Unincorp. Area,2019,6,7,2544,2544,2.46,1210,1033,177
123,00000,WELD COUNTY,2019,3670,0,322335,316706,2.83,116937,111787,5150
123,03950,Ault,2019,12,0,1795,1795,2.66,703,675,28
123,06255,Berthoud (Part),2019,5,0,258,258,3.65,71,71,0
123,08675,Brighton (Part),2019,6,0,369,369,2.87,130,129,1
123,19080,Dacono,2019,74,80,6108,6108,2.97,2102,2059,43
123,22860,Eaton,2019,81,84,5669,5669,2.76,2099,2052,47
123,24950,Erie (Part),2019,369,354,16484,16484,2.95,5760,5594,166
123,25280,Evans,2019,83,139,21691,21687,2.86,7832,7574,258
123,26600,Firestone,2019,444,430,15508,15508,3.05,5282,5089,193
123,27700,Fort Lupton,2019,14,13,7879,7879,3.03,2696,2598,98
123,28360,Frederick,2019,173,178,13897,13897,3.01,4730,4611,119
123,29185,Garden City,2019,0,0,253,253,2.04,126,124,2
123,29955,Gilcrest,2019,0,0,1041,1041,3.16,348,330,18
123,32155,Greeley,2019,538,436,108543,103091,2.73,39958,37777,2181
123,33310,Grover,2019,0,0,162,162,2.21,86,73,13
123,37820,Hudson,2019,22,23,1672,1672,2.77,617,604,13
123,39855,Johnstown (Part),2019,360,43,12503,12503,2.98,4285,4194,91
123,40185,Keenesburg,2019,4,3,1237,1228,2.58,508,476,32
123,40515,Kersey,2019,4,0,1500,1500,2.84,549,527,22
123,43605,La Salle,2019,0,0,2356,2356,2.88,841,817,24
123,45530,Lochbuie (Part),2019,151,151,7728,7728,3.19,2479,2425,54
123,45970,Longmont (Part),2019,0,320,1230,1213,2.02,647,600,47
123,49600,Mead,2019,6,0,4742,4742,3.05,1581,1555,26
123,50480,Milliken,2019,175,0,8174,8174,3.04,2762,2687,75
123,54330,Northglenn (Part),2019,0,0,23,23,2.96,8,8,0
123,55045,Nunn,2019,0,0,502,502,2.6,205,193,12
123,59005,Pierce,2019,0,0,1107,1107,2.74,427,404,23
123,60160,Platteville,2019,0,3,2966,2966,2.97,1038,999,39
123,63045,Raymer,2019,1,0,111,111,2.62,48,42,6
123,69150,Severance,2019,517,454,6572,6572,3.07,2205,2143,62
123,77290,Thornton (Part),2019,0,0,0,0,0,0,0,0
123,77510,Timnath (Part),2019,5,0,8,8,2.63,3,3,0
123,85485,Windsor (Part),2019,460,547,23436,23329,2.74,9111,8526,585
123,99990,Unincorp. Area,2019,167,170,46810,46769,2.78,17700,16828,872
125,00000,YUMA COUNTY,2019,0,0,10010,9793,2.54,4317,3862,455
125,23025,Eckley,2019,0,0,231,231,2.43,110,95,15
125,86310,Wray,2019,0,0,2310,2203,2.44,1003,902,101
125,86750,Yuma,2019,0,0,3514,3403,2.53,1437,1344,93
125,99990,Unincorp. Area,2019,0,12,3955,3955,2.6,1767,1521,246
999,03455,Arvada (Total),2019,507,444,123871,123095,2.5,50856,49331,1525
